county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Jefferson,Texas,"$23,236 ","$42,568 ","$53,650 ","252,157","92,634","Jefferson, Texas",2,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Baker,Oregon,"$23,234 ","$41,500 ","$51,199 ","16,055","7,120","Baker, Oregon",1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Catawba,North Carolina,"$23,232 ","$44,332 ","$54,596 ","154,432","58,533","Catawba, North Carolina",7,5,2.0,6.0,3.0,5.0,4.0,7.0,1.0,5.0,7.0,6.0,5.0,0.0,4.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
Campbell,Virginia,"$23,231 ","$47,162 ","$56,168 ","54,967","21,774","Campbell, Virginia",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion,West Virginia,"$23,229 ","$42,152 ","$53,822 ","56,666","22,593","Marion, West Virginia",3,1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Valley,Nebraska,"$23,227 ","$40,445 ","$54,364 ","4,256","1,893","Valley, Nebraska",1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Arkansas,"$23,222 ","$40,471 ","$50,511 ","126,536","49,294","Sebastian, Arkansas",2,1,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
Bonner,Idaho,"$23,221 ","$41,414 ","$49,568 ","40,743","17,388","Bonner, Idaho",4,2,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Scotts Bluff,Nebraska,"$23,220 ","$43,444 ","$53,463 ","36,883","14,690","Scotts Bluff, Nebraska",3,0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Wythe,Virginia,"$23,219 ","$41,275 ","$49,044 ","29,274","11,656","Wythe, Virginia",2,2,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Macon,North Carolina,"$23,213 ","$37,892 ","$45,633 ","33,859","15,340","Macon, North Carolina",1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nicholas,West Virginia,"$23,209 ","$40,064 ","$48,275 ","26,168","10,657","Nicholas, West Virginia",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulton,Pennsylvania,"$23,201 ","$48,461 ","$56,346 ","14,779","5,965","Fulton, Pennsylvania",3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason,Michigan,"$23,183 ","$41,136 ","$50,719 ","28,648","12,470","Mason, Michigan",2,2,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
Cortland,New York,"$23,179 ","$47,151 ","$60,134 ","49,271","18,069","Cortland, New York",4,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Miami-Dade,Florida,"$23,174 ","$43,100 ","$49,138 ","2,549,075","828,031","Miami-Dade, Florida",33,28,16.0,19.0,10.0,12.0,17.0,14.0,8.0,21.0,22.0,20.0,17.0,5.0,7.0,2.0,10.0,18.0,1.0,19.0,15.0,10.0,1.0,9.0,1.0,11.0,2.0,7.0,7.0,6.0,2.0,2.0
Callaway,Missouri,"$23,171 ","$47,964 ","$58,357 ","44,276","16,548","Callaway, Missouri",3,3,0.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Garland,Arkansas,"$23,170 ","$39,162 ","$48,388 ","96,547","39,881","Garland, Arkansas",2,2,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
Pend Oreille,Washington,"$23,167 ","$40,567 ","$47,847 ","12,956","5,484","Pend Oreille, Washington",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alamance,North Carolina,"$23,166 ","$43,043 ","$53,945 ","152,472","60,139","Alamance, North Carolina",4,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Toole,Montana,"$23,162 ","$46,972 ","$53,259 ","5,224","1,927","Toole, Montana",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citrus,Florida,"$23,148 ","$39,100 ","$48,013 ","140,214","60,319","Citrus, Florida",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mineral,Nevada,"$23,146 ","$35,017 ","$61,226 ","4,700","2,147","Mineral, Nevada",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Texas,"$23,141 ","$44,891 ","$56,565 ","132,588","49,304","Taylor, Texas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craighead,Arkansas,"$23,138 ","$41,393 ","$52,466 ","98,398","37,834","Craighead, Arkansas",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Wallowa,Oregon,"$23,131 ","$41,994 ","$54,513 ","6,924","2,996","Wallowa, Oregon",2,2,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Wood,Texas,"$23,129 ","$43,649 ","$52,446 ","42,089","15,800","Wood, Texas",2,2,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0
Oswego,New York,"$23,126 ","$48,051 ","$59,391 ","121,797","45,325","Oswego, New York",6,2,3.0,5.0,3.0,4.0,3.0,3.0,0.0,3.0,5.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Pendleton,Kentucky,"$23,122 ","$45,480 ","$57,357 ","14,714","5,357","Pendleton, Kentucky",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Seneca,New York,"$23,115 ","$47,618 ","$60,974 ","35,359","13,429","Seneca, New York",5,3,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Weber,Utah,"$23,106 ","$54,974 ","$62,642 ","233,871","79,525","Weber, Utah",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Brookings,South Dakota,"$23,105 ","$46,896 ","$61,219 ","32,295","11,979","Brookings, South Dakota",1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Snyder,Pennsylvania,"$23,088 ","$46,513 ","$53,072 ","39,711","14,397","Snyder, Pennsylvania",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson,New York,"$23,078 ","$46,484 ","$55,325 ","118,073","45,011","Jefferson, New York",16,6,3.0,4.0,2.0,5.0,3.0,4.0,0.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
Washington,Texas,"$23,070 ","$44,858 ","$55,675 ","33,863","12,244","Washington, Texas",1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby,Illinois,"$23,069 ","$47,188 ","$56,074 ","22,266","8,991","Shelby, Illinois",1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Rice,Kansas,"$23,068 ","$45,336 ","$57,196 ","10,055","3,914","Rice, Kansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cumberland,North Carolina,"$23,067 ","$45,231 ","$51,944 ","322,033","121,226","Cumberland, North Carolina",1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Ohio,"$23,061 ","$49,135 ","$60,737 ","114,750","42,487","Wayne, Ohio",5,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tipton,Tennessee,"$23,054 ","$52,423 ","$59,729 ","61,298","21,574","Tipton, Tennessee",1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Louis City,Missouri,"$23,048 ","$34,582 ","$43,627 ","318,955","140,652","St. Louis City, Missouri",5,5,2.0,5.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,0.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0
Arkansas,Arkansas,"$23,045 ","$39,633 ","$50,137 ","18,957","7,883","Arkansas, Arkansas",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleburne,Arkansas,"$23,044 ","$40,246 ","$49,059 ","25,856","10,286","Cleburne, Arkansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gregory,South Dakota,"$23,041 ","$36,719 ","$43,160 ","4,247","1,986","Gregory, South Dakota",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Camden,Missouri,"$23,038 ","$43,458 ","$49,942 ","43,822","17,647","Camden, Missouri",4,1,0.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Wisconsin,"$23,032 ","$44,869 ","$56,250 ","20,633","8,761","Taylor, Wisconsin",2,0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
Monroe,Indiana,"$23,032 ","$40,052 ","$62,959 ","139,634","53,914","Monroe, Indiana",4,4,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,0.0,2.0,3.0,4.0,4.0,3.0,2.0,0.0,4.0,3.0,4.0,3.0,0.0,1.0,2.0,0.0,4.0
Pitt,North Carolina,"$23,029 ","$40,718 ","$56,512 ","170,485","66,026","Pitt, North Carolina",4,3,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0
Calhoun,South Carolina,"$23,023 ","$40,704 ","$49,517 ","15,109","6,163","Calhoun, South Carolina",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roscommon,Michigan,"$23,023 ","$33,334 ","$40,691 ","24,281","11,617","Roscommon, Michigan",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schuylkill,Pennsylvania,"$23,021 ","$45,012 ","$56,974 ","147,700","59,658","Schuylkill, Pennsylvania",4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union,Iowa,"$23,007 ","$44,838 ","$55,380 ","12,547","5,339","Union, Iowa",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iberia,Louisiana,"$22,997 ","$44,262 ","$51,402 ","73,551","26,496","Iberia, Louisiana",3,2,0.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0
Lycoming,Pennsylvania,"$22,987 ","$45,430 ","$57,160 ","116,604","46,046","Lycoming, Pennsylvania",4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin,Kansas,"$22,979 ","$49,543 ","$58,750 ","25,870","9,909","Franklin, Kansas",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calhoun,Michigan,"$22,978 ","$42,110 ","$52,857 ","135,534","53,428","Calhoun, Michigan",7,2,2.0,7.0,4.0,5.0,4.0,7.0,0.0,6.0,7.0,7.0,7.0,5.0,3.0,0.0,1.0,5.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,7.0,2.0,3.0,0.0,3.0,0.0,2.0
Langlade,Wisconsin,"$22,974 ","$42,389 ","$50,629 ","19,838","8,758","Langlade, Wisconsin",1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Sumner,Kansas,"$22,972 ","$47,894 ","$61,676 ","23,884","9,110","Sumner, Kansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Worth,Missouri,"$22,967 ","$39,348 ","$49,034 ","2,129",940,"Worth, Missouri",1,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoddard,Missouri,"$22,967 ","$37,965 ","$49,565 ","29,860","12,224","Stoddard, Missouri",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daviess,Kentucky,"$22,963 ","$46,555 ","$57,866 ","97,230","37,677","Daviess, Kentucky",1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley,Kansas,"$22,948 ","$43,962 ","$63,634 ","73,243","25,895","Riley, Kansas",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis,New York,"$22,942 ","$46,840 ","$55,401 ","27,108","10,677","Lewis, New York",3,1,1.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
Norton,Kansas,"$22,942 ","$46,029 ","$63,182 ","5,640","2,248","Norton, Kansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana,Pennsylvania,"$22,933 ","$43,997 ","$56,225 ","88,404","34,310","Indiana, Pennsylvania",2,2,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Jackson,Oklahoma,"$22,925 ","$42,824 ","$51,599 ","26,280","10,455","Jackson, Oklahoma",1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ste. Genevieve,Missouri,"$22,921 ","$48,433 ","$55,208 ","17,996","7,235","Ste. Genevieve, Missouri",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowie,Texas,"$22,911 ","$42,346 ","$53,995 ","92,851","33,808","Bowie, Texas",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper,Missouri,"$22,910 ","$45,992 ","$56,565 ","17,574","6,568","Cooper, Missouri",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lawrence,Pennsylvania,"$22,906 ","$43,546 ","$55,348 ","90,374","36,823","Lawrence, Pennsylvania",4,2,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Wichita,Texas,"$22,837 ","$42,971 ","$52,514 ","131,500","49,016","Wichita, Texas",3,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinity,California,"$22,905 ","$36,890 ","$47,349 ","13,638","5,668","Trinity, California",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buena Vista,Iowa,"$22,899 ","$46,951 ","$58,937 ","20,350","7,615","Buena Vista, Iowa",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montrose,Colorado,"$22,897 ","$45,718 ","$55,848 ","41,020","16,586","Montrose, Colorado",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Bourbon,Kentucky,"$22,893 ","$40,933 ","$48,310 ","19,999","7,865","Bourbon, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mille Lacs,Minnesota,"$22,891 ","$47,862 ","$57,885 ","25,927","10,312","Mille Lacs, Minnesota",2,2,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,Georgia,"$22,888 ","$48,630 ","$57,440 ","26,613","9,550","Monroe, Georgia",1,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Nash,North Carolina,"$22,880 ","$43,084 ","$52,681 ","95,571","37,726","Nash, North Carolina",1,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
