date,state,positive,negative,recovered,dateModified,checkTimeEt,death,dateChecked,total,totalTestResults,totalTestResultsIncrease,Total - TotalTestResults
20200627,MN,35033.0,533874.0,30401.0,2020-06-26T17:00:00Z,06/26 13:00,1452.0,2020-06-26T17:00:00Z,568907,568907,11629,0
20200628,MN,35549.0,549868.0,30809.0,2020-06-27T17:00:00Z,06/27 13:00,1460.0,2020-06-27T17:00:00Z,585417,585417,16510,0
20200629,MN,35861.0,557094.0,31225.0,2020-06-28T17:00:00Z,06/28 13:00,1470.0,2020-06-28T17:00:00Z,592955,592955,7538,0
20200630,MN,36303.0,569013.0,31601.0,2020-06-29T17:00:00Z,06/29 13:00,1476.0,2020-06-29T17:00:00Z,605316,605316,12361,0
20200307,MO,0.0,,,,,,,0,0,0,0
20200308,MO,1.0,,,,,,,1,1,1,0
20200309,MO,1.0,,,,,,,1,1,0,0
20200310,MO,1.0,,,,,,,1,1,0,0
20200311,MO,1.0,,,,,,,1,1,0,0
20200312,MO,1.0,64.0,,2020-03-11T00:00:00Z,03/10 20:00,,2020-03-11T00:00:00Z,65,65,64,0
20200313,MO,2.0,71.0,,2020-03-12T17:45:00Z,03/12 13:45,,2020-03-12T17:45:00Z,73,73,8,0
20200314,MO,4.0,90.0,,2020-03-13T18:10:00Z,03/13 14:10,0.0,2020-03-13T18:10:00Z,94,94,21,0
20200315,MO,5.0,122.0,,2020-03-14T22:00:00Z,03/14 18:00,0.0,2020-03-14T22:00:00Z,127,127,33,0
20200316,MO,6.0,164.0,,2020-03-16T15:52:00Z,03/16 11:52,0.0,2020-03-16T15:52:00Z,170,170,43,0
20200317,MO,8.0,207.0,,2020-03-16T20:00:00Z,03/16 16:00,0.0,2020-03-16T20:00:00Z,215,215,45,0
20200318,MO,13.0,253.0,,2020-03-17T19:15:00Z,03/17 15:15,0.0,2020-03-17T19:15:00Z,266,266,51,0
20200319,MO,24.0,308.0,,2020-03-18T20:00:00Z,03/18 16:00,1.0,2020-03-18T20:00:00Z,332,332,66,0
20200320,MO,47.0,369.0,,2020-03-20T10:05:00Z,03/20 06:05,1.0,2020-03-20T10:05:00Z,416,416,84,0
20200321,MO,73.0,369.0,,2020-03-20T22:00:00Z,03/20 18:00,3.0,2020-03-20T22:00:00Z,442,442,26,0
20200322,MO,90.0,369.0,,2020-03-21T22:00:00Z,03/21 18:00,3.0,2020-03-21T22:00:00Z,459,459,17,0
20200323,MO,183.0,369.0,,2020-03-23T15:00:00Z,03/23 11:00,3.0,2020-03-23T15:00:00Z,552,552,93,0
20200324,MO,183.0,369.0,,2020-03-23T15:00:00Z,03/23 11:00,3.0,2020-03-23T15:00:00Z,552,552,0,0
20200325,MO,356.0,369.0,,2020-03-24T16:00:00Z,03/24 12:00,8.0,2020-03-24T16:00:00Z,725,725,173,0
20200326,MO,502.0,369.0,,2020-03-26T15:00:00Z,03/26 11:00,8.0,2020-03-26T15:00:00Z,871,871,146,0
20200327,MO,669.0,369.0,,2020-03-27T00:00:00Z,03/26 20:00,8.0,2020-03-27T00:00:00Z,1038,1038,167,0
20200328,MO,838.0,10082.0,,2020-03-28T15:00:00Z,03/28 11:00,10.0,2020-03-28T15:00:00Z,10920,10920,9882,0
20200329,MO,838.0,11547.0,,2020-03-28T15:00:00Z,03/28 11:00,10.0,2020-03-28T15:00:00Z,12385,12385,1465,0
20200330,MO,1031.0,13204.0,,2020-03-30T16:00:00Z,03/30 12:00,13.0,2020-03-30T16:00:00Z,14235,14235,1850,0
20200331,MO,1327.0,14614.0,,2020-03-31T15:00:00Z,03/31 11:00,14.0,2020-03-31T15:00:00Z,15941,15941,1706,0
20200401,MO,1581.0,15846.0,,2020-04-01T15:00:00Z,04/01 11:00,18.0,2020-04-01T15:00:00Z,17427,17427,1486,0
20200402,MO,1834.0,17849.0,,2020-04-02T15:00:00Z,04/02 11:00,19.0,2020-04-02T15:00:00Z,19683,19683,2256,0
20200403,MO,2113.0,19357.0,,2020-04-03T15:00:00Z,04/03 11:00,19.0,2020-04-03T15:00:00Z,21470,21470,1787,0
20200404,MO,2291.0,22614.0,,2020-04-04T15:00:00Z,04/04 11:00,24.0,2020-04-04T15:00:00Z,24905,24905,3435,0
20200405,MO,2367.0,24882.0,,2020-04-05T15:00:00Z,04/05 11:00,34.0,2020-04-05T15:00:00Z,27249,27249,2344,0
20200406,MO,2722.0,27113.0,,2020-04-06T16:28:00Z,04/06 12:28,39.0,2020-04-06T16:28:00Z,29835,29835,2586,0
20200407,MO,3037.0,28932.0,,2020-04-07T15:00:00Z,04/07 11:00,53.0,2020-04-07T15:00:00Z,31969,31969,2134,0
20200408,MO,3327.0,30783.0,,2020-04-08T15:00:00Z,04/08 11:00,58.0,2020-04-08T15:00:00Z,34110,34110,2141,0
20200409,MO,3539.0,34955.0,,2020-04-09T15:00:00Z,04/09 11:00,77.0,2020-04-09T15:00:00Z,38494,38494,4384,0
20200410,MO,3799.0,36941.0,,2020-04-10T15:00:00Z,04/10 11:00,96.0,2020-04-10T15:00:00Z,40740,40740,2246,0
20200411,MO,4024.0,39148.0,,2020-04-11T15:00:00Z,04/11 11:00,109.0,2020-04-11T15:00:00Z,43172,43172,2432,0
20200412,MO,4160.0,41040.0,,2020-04-12T15:00:00Z,04/12 11:00,110.0,2020-04-12T15:00:00Z,45200,45200,2028,0
20200413,MO,4388.0,41040.0,,2020-04-13T15:00:00Z,04/13 11:00,114.0,2020-04-13T15:00:00Z,45428,45428,228,0
20200414,MO,4686.0,43292.0,,2020-04-14T15:00:00Z,04/14 11:00,133.0,2020-04-14T15:00:00Z,47978,47978,2550,0
20200415,MO,4895.0,44117.0,,2020-04-15T15:00:00Z,04/15 11:00,147.0,2020-04-15T15:00:00Z,49012,49012,1034,0
20200416,MO,5111.0,45537.0,,2020-04-16T15:00:00Z,04/16 11:00,152.0,2020-04-16T15:00:00Z,50648,50648,1636,0
20200417,MO,5283.0,46434.0,,2020-04-17T15:00:00Z,04/17 11:00,165.0,2020-04-17T15:00:00Z,51717,51717,1069,0
20200418,MO,5517.0,48242.0,,2020-04-18T15:00:00Z,04/18 11:00,175.0,2020-04-18T15:00:00Z,53759,53759,2042,0
20200419,MO,5667.0,48242.0,,2020-04-19T15:00:00Z,04/19 11:00,176.0,2020-04-19T15:00:00Z,53909,53909,150,0
20200420,MO,5807.0,50206.0,,2020-04-20T15:00:00Z,04/20 11:00,177.0,2020-04-20T15:00:00Z,56013,56013,2104,0
20200421,MO,5941.0,51179.0,,2020-04-21T15:00:00Z,04/21 11:00,189.0,2020-04-21T15:00:00Z,57120,57120,1107,0
20200422,MO,6137.0,52019.0,,2020-04-22T15:00:00Z,04/22 11:00,208.0,2020-04-22T15:00:00Z,58156,58156,1036,0
20200423,MO,6321.0,53129.0,,2020-04-23T15:00:00Z,04/23 11:00,218.0,2020-04-23T15:00:00Z,59450,59450,1294,0
20200424,MO,6625.0,58582.0,,2020-04-24T00:00:00Z,04/23 20:00,262.0,2020-04-24T00:00:00Z,65207,65207,5757,0
20200425,MO,6826.0,60392.0,,2020-04-25T15:00:00Z,04/25 11:00,273.0,2020-04-25T15:00:00Z,67218,67218,2011,0
20200426,MO,6997.0,62751.0,,2020-04-26T15:00:00Z,04/26 11:00,274.0,2020-04-26T15:00:00Z,69748,69748,2530,0
20200427,MO,7171.0,63935.0,,2020-04-27T15:00:00Z,04/27 11:00,288.0,2020-04-27T15:00:00Z,71106,71106,1358,0
20200428,MO,7303.0,66200.0,,2020-04-28T15:00:00Z,04/28 11:00,314.0,2020-04-28T15:00:00Z,73503,73503,2397,0
20200429,MO,7425.0,69734.0,,2020-04-29T15:00:00Z,04/29 11:00,318.0,2020-04-29T15:00:00Z,77159,77159,3656,0
20200430,MO,7562.0,73125.0,,2020-04-30T15:00:00Z,04/30 11:00,329.0,2020-04-30T15:00:00Z,80687,80687,3528,0
20200501,MO,7835.0,74590.0,,2020-05-01T15:00:00Z,05/01 11:00,337.0,2020-05-01T15:00:00Z,82425,82425,1738,0
20200502,MO,8154.0,74590.0,,2020-05-02T15:10:00Z,05/02 11:10,351.0,2020-05-02T15:10:00Z,82744,82744,319,0
20200503,MO,8386.0,74590.0,,2020-05-03T15:00:00Z,05/03 11:00,352.0,2020-05-03T15:00:00Z,82976,82976,232,0
20200504,MO,8754.0,82697.0,,2020-05-04T15:00:00Z,05/04 11:00,358.0,2020-05-04T15:00:00Z,91451,91451,8475,0
20200505,MO,8916.0,86150.0,,2020-05-05T15:00:00Z,05/05 11:00,377.0,2020-05-05T15:00:00Z,95066,95066,3615,0
20200506,MO,9102.0,91645.0,,2020-05-06T15:00:00Z,05/06 11:00,396.0,2020-05-06T15:00:00Z,100747,100747,5681,0
20200507,MO,9341.0,94281.0,,2020-05-07T15:00:00Z,05/07 11:00,418.0,2020-05-07T15:00:00Z,103622,103622,2875,0
20200508,MO,9489.0,99232.0,,2020-05-08T15:00:00Z,05/08 11:00,449.0,2020-05-08T15:00:00Z,108721,108721,5099,0
20200509,MO,9666.0,99232.0,,2020-05-09T15:00:00Z,05/09 11:00,472.0,2020-05-09T15:00:00Z,108898,108898,177,0
20200510,MO,9844.0,105702.0,,2020-05-10T15:00:00Z,05/10 11:00,482.0,2020-05-10T15:00:00Z,115546,115546,6648,0
20200511,MO,9918.0,105702.0,,2020-05-11T15:00:00Z,05/11 11:00,488.0,2020-05-11T15:00:00Z,115620,115620,74,0
20200512,MO,10006.0,111290.0,,2020-05-12T15:00:00Z,05/12 11:00,524.0,2020-05-12T15:00:00Z,121296,121296,5676,0
20200513,MO,10142.0,114000.0,,2020-05-13T15:00:00Z,05/13 11:00,542.0,2020-05-13T15:00:00Z,124142,124142,2846,0
20200514,MO,10317.0,116793.0,,2020-05-14T15:00:00Z,05/14 11:00,562.0,2020-05-14T15:00:00Z,127110,127110,2968,0
20200515,MO,10456.0,124002.0,,2020-05-15T15:00:00Z,05/15 11:00,576.0,2020-05-15T15:00:00Z,134458,134458,7348,0
20200516,MO,10675.0,128665.0,,2020-05-16T15:00:00Z,05/16 11:00,589.0,2020-05-16T15:00:00Z,139340,139340,4882,0
20200517,MO,10789.0,135466.0,,2020-05-17T15:00:00Z,05/17 11:00,594.0,2020-05-17T15:00:00Z,146255,146255,6915,0
20200518,MO,10945.0,140393.0,,2020-05-18T15:00:00Z,05/18 11:00,605.0,2020-05-18T15:00:00Z,151338,151338,5083,0
20200519,MO,11080.0,143030.0,,2020-05-19T15:00:00Z,05/19 11:00,616.0,2020-05-19T15:00:00Z,154110,154110,2772,0
20200520,MO,11232.0,150752.0,,2020-05-20T15:00:00Z,05/20 11:00,631.0,2020-05-20T15:00:00Z,161984,161984,7874,0
20200521,MO,11340.0,150752.0,,2020-05-21T15:00:00Z,05/21 11:00,661.0,2020-05-21T15:00:00Z,162092,162092,108,0
20200522,MO,11558.0,161388.0,,2020-05-22T15:00:00Z,05/22 11:00,671.0,2020-05-22T15:00:00Z,172946,172946,10854,0
20200523,MO,11752.0,136552.0,,2020-05-23T15:00:00Z,05/23 11:00,676.0,2020-05-23T15:00:00Z,148304,148304,-24642,0
20200524,MO,11988.0,139631.0,,2020-05-24T15:00:00Z,05/24 11:00,681.0,2020-05-24T15:00:00Z,151619,151619,3315,0
20200525,MO,12167.0,145218.0,,2020-05-25T15:00:00Z,05/25 11:00,685.0,2020-05-25T15:00:00Z,157385,157385,5766,0
20200526,MO,12291.0,148007.0,,2020-05-26T15:00:00Z,05/26 11:00,686.0,2020-05-26T15:00:00Z,160298,160298,2913,0
20200527,MO,12492.0,153029.0,,2020-05-27T15:00:00Z,05/27 11:00,696.0,2020-05-27T15:00:00Z,165521,165521,5223,0
20200528,MO,12673.0,158394.0,,2020-05-28T15:00:00Z,05/28 11:00,707.0,2020-05-28T15:00:00Z,171067,171067,5546,0
20200529,MO,12795.0,165055.0,,2020-05-29T00:00:00Z,05/28 20:00,738.0,2020-05-29T00:00:00Z,177850,177850,6783,0
20200530,MO,12962.0,172468.0,,2020-05-30T00:00:00Z,05/29 20:00,771.0,2020-05-30T00:00:00Z,185430,185430,7580,0
20200531,MO,13147.0,180414.0,,2020-05-31T00:00:00Z,05/30 20:00,772.0,2020-05-31T00:00:00Z,193561,193561,8131,0
20200601,MO,13327.0,186381.0,,2020-06-01T15:00:00Z,06/01 11:00,773.0,2020-06-01T15:00:00Z,199708,199708,6147,0
20200602,MO,13575.0,191855.0,,2020-06-02T00:00:00Z,06/01 20:00,783.0,2020-06-02T00:00:00Z,205430,205430,5722,0
20200603,MO,13767.0,197586.0,,2020-06-03T15:00:00Z,06/03 11:00,786.0,2020-06-03T15:00:00Z,211353,211353,5923,0
20200604,MO,14057.0,204604.0,,2020-06-04T15:00:00Z,06/04 11:00,786.0,2020-06-04T15:00:00Z,218661,218661,7308,0
20200605,MO,14253.0,210289.0,,2020-06-05T15:00:00Z,06/05 11:00,799.0,2020-06-05T15:00:00Z,224542,224542,5881,0
20200606,MO,14442.0,215623.0,,2020-06-06T00:00:00Z,06/05 20:00,809.0,2020-06-06T00:00:00Z,230065,230065,5523,0
20200607,MO,14553.0,222305.0,,2020-06-07T00:00:00Z,06/06 20:00,809.0,2020-06-07T00:00:00Z,236858,236858,6793,0
20200608,MO,14734.0,226727.0,,2020-06-08T15:00:00Z,06/08 11:00,819.0,2020-06-08T15:00:00Z,241461,241461,4603,0
20200609,MO,14913.0,230782.0,,2020-06-09T15:00:00Z,06/09 11:00,840.0,2020-06-09T15:00:00Z,245695,245695,4234,0
20200610,MO,15187.0,236442.0,,2020-06-10T15:00:00Z,06/10 11:00,848.0,2020-06-10T15:00:00Z,251629,251629,5934,0
20200611,MO,15390.0,243650.0,,2020-06-11T15:00:00Z,06/11 11:00,860.0,2020-06-11T15:00:00Z,259040,259040,7411,0
20200612,MO,15585.0,249550.0,,2020-06-12T15:00:00Z,06/12 11:00,872.0,2020-06-12T15:00:00Z,265135,265135,6095,0
20200613,MO,15810.0,253986.0,,2020-06-13T15:00:00Z,06/13 11:00,879.0,2020-06-13T15:00:00Z,269796,269796,4661,0
20200614,MO,15810.0,259679.0,,2020-06-14T15:00:00Z,06/14 11:00,879.0,2020-06-14T15:00:00Z,275489,275489,5693,0
20200615,MO,16189.0,263752.0,,2020-06-15T15:00:00Z,06/15 11:00,880.0,2020-06-15T15:00:00Z,279941,279941,4452,0
20200616,MO,16414.0,268377.0,,2020-06-16T15:00:00Z,06/16 11:00,882.0,2020-06-16T15:00:00Z,284791,284791,4850,0
20200617,MO,16625.0,268377.0,,2020-06-17T15:00:00Z,06/17 11:00,909.0,2020-06-17T15:00:00Z,285002,285002,211,0
20200618,MO,16908.0,280434.0,,2020-06-18T15:00:00Z,06/18 11:00,946.0,2020-06-18T15:00:00Z,297342,297342,12340,0
20200619,MO,17201.0,289083.0,,2020-06-19T15:00:00Z,06/19 11:00,948.0,2020-06-19T15:00:00Z,306284,306284,8942,0
20200620,MO,17590.0,293525.0,,2020-06-20T15:00:00Z,06/20 11:00,955.0,2020-06-20T15:00:00Z,311115,311115,4831,0
20200621,MO,18003.0,297154.0,,2020-06-21T15:00:00Z,06/21 11:00,956.0,2020-06-21T15:00:00Z,315157,315157,4042,0
20200622,MO,18143.0,299231.0,,2020-06-22T15:00:00Z,06/22 11:00,961.0,2020-06-22T15:00:00Z,317374,317374,2217,0
20200623,MO,18143.0,299231.0,,2020-06-22T15:00:00Z,06/22 11:00,961.0,2020-06-22T15:00:00Z,317374,317374,0,0
20200624,MO,18868.0,308156.0,,2020-06-24T15:00:00Z,06/24 11:00,975.0,2020-06-24T15:00:00Z,327024,327024,9650,0
20200625,MO,19421.0,322227.0,,2020-06-25T15:00:00Z,06/25 11:00,982.0,2020-06-25T15:00:00Z,341648,341648,14624,0
20200626,MO,19914.0,328704.0,,2020-06-26T15:00:00Z,06/26 11:00,990.0,2020-06-26T15:00:00Z,348618,348618,6970,0
20200627,MO,20261.0,335029.0,,2020-06-27T15:00:00Z,06/27 11:00,996.0,2020-06-27T15:00:00Z,355290,355290,6672,0
20200628,MO,20575.0,340598.0,,2020-06-28T15:00:00Z,06/28 11:00,997.0,2020-06-28T15:00:00Z,361173,361173,5883,0
20200629,MO,21043.0,346363.0,,2020-06-29T15:00:00Z,06/29 11:00,998.0,2020-06-29T15:00:00Z,367406,367406,6233,0
20200630,MO,21551.0,351456.0,,2020-06-30T15:00:00Z,06/30 11:00,1015.0,2020-06-30T15:00:00Z,373007,373007,5601,0
20200316,MP,0.0,,,2020-03-16T15:55:00Z,03/16 11:55,,2020-03-16T15:55:00Z,0,0,0,0
20200317,MP,0.0,,,2020-03-17T01:30:00Z,03/16 21:30,,2020-03-17T01:30:00Z,0,0,0,0
20200318,MP,0.0,,,2020-03-18T03:30:00Z,03/17 23:30,0.0,2020-03-18T03:30:00Z,0,0,0,0
20200319,MP,0.0,,,2020-03-19T01:30:00Z,03/18 21:30,0.0,2020-03-19T01:30:00Z,0,0,0,0
20200320,MP,0.0,,,2020-03-20T01:30:00Z,03/19 21:30,0.0,2020-03-20T01:30:00Z,0,0,0,0
20200321,MP,0.0,,,2020-03-21T02:30:00Z,03/20 22:30,0.0,2020-03-21T02:30:00Z,0,0,0,0
20200322,MP,0.0,,,2020-03-22T01:30:00Z,03/21 21:30,0.0,2020-03-22T01:30:00Z,0,0,0,0
20200323,MP,0.0,,,2020-03-23T01:30:00Z,03/22 21:30,0.0,2020-03-23T01:30:00Z,0,0,0,0
20200324,MP,0.0,,,2020-03-23T01:30:00Z,03/22 21:30,0.0,2020-03-23T01:30:00Z,0,0,0,0
20200325,MP,0.0,,,2020-03-24T18:30:00Z,03/24 14:30,0.0,2020-03-24T18:30:00Z,0,0,0,0
20200326,MP,0.0,,,2020-03-26T01:30:00Z,03/25 21:30,0.0,2020-03-26T01:30:00Z,0,0,0,0
20200327,MP,0.0,,,2020-03-26T13:30:00Z,03/26 09:30,0.0,2020-03-26T13:30:00Z,0,0,0,0
20200328,MP,2.0,,,2020-03-28T04:30:00Z,03/28 00:30,,2020-03-28T04:30:00Z,2,2,2,0
20200329,MP,2.0,,,2020-03-29T01:30:00Z,03/28 21:30,,2020-03-29T01:30:00Z,2,2,0,0
20200330,MP,2.0,,,2020-03-30T01:30:00Z,03/29 21:30,,2020-03-30T01:30:00Z,2,2,0,0
20200331,MP,2.0,,,2020-03-30T18:30:00Z,03/30 14:30,,2020-03-30T18:30:00Z,2,2,0,0
20200401,MP,6.0,,,2020-03-31T21:50:00Z,03/31 17:50,,2020-03-31T21:50:00Z,6,6,4,0
20200402,MP,8.0,13.0,,2020-04-02T03:00:00Z,04/01 23:00,1.0,2020-04-02T03:00:00Z,33,21,15,12
20200403,MP,8.0,13.0,,2020-04-02T18:30:00Z,04/02 14:30,1.0,2020-04-02T18:30:00Z,31,21,0,10
20200404,MP,8.0,13.0,,2020-04-03T13:30:00Z,04/03 09:30,1.0,2020-04-03T13:30:00Z,31,21,0,10
20200405,MP,8.0,13.0,,2020-04-04T18:30:00Z,04/04 14:30,1.0,2020-04-04T18:30:00Z,31,21,0,10
20200406,MP,8.0,13.0,,2020-04-06T02:57:00Z,04/05 22:57,1.0,2020-04-06T02:57:00Z,31,21,0,10
20200407,MP,8.0,15.0,,2020-04-07T05:39:00Z,04/07 01:39,2.0,2020-04-07T05:39:00Z,23,23,2,0
20200408,MP,11.0,27.0,,2020-04-08T00:00:00Z,04/07 20:00,2.0,2020-04-08T00:00:00Z,47,38,15,9
20200409,MP,11.0,27.0,,2020-04-08T00:00:00Z,04/07 20:00,2.0,2020-04-08T00:00:00Z,47,38,0,9
20200410,MP,11.0,27.0,,2020-04-10T00:00:00Z,04/09 20:00,2.0,2020-04-10T00:00:00Z,47,38,0,9
20200411,MP,11.0,27.0,,2020-04-11T00:00:00Z,04/10 20:00,2.0,2020-04-11T00:00:00Z,47,38,0,9
20200412,MP,11.0,27.0,,2020-04-11T00:00:00Z,04/10 20:00,2.0,2020-04-11T00:00:00Z,47,38,0,9
20200413,MP,11.0,27.0,,2020-04-12T00:00:00Z,04/11 20:00,2.0,2020-04-12T00:00:00Z,47,38,0,9
20200414,MP,13.0,27.0,,2020-04-14T00:00:00Z,04/13 20:00,2.0,2020-04-14T00:00:00Z,47,40,2,7
20200415,MP,13.0,27.0,,2020-04-14T00:00:00Z,04/13 20:00,2.0,2020-04-14T00:00:00Z,47,40,0,7
20200416,MP,13.0,27.0,,2020-04-15T00:00:00Z,04/14 20:00,2.0,2020-04-15T00:00:00Z,47,40,0,7
20200417,MP,13.0,42.0,,2020-04-17T19:15:00Z,04/17 15:15,2.0,2020-04-17T19:15:00Z,59,55,15,4
20200418,MP,14.0,42.0,9.0,2020-04-17T19:15:00Z,04/17 15:15,2.0,2020-04-17T19:15:00Z,60,56,1,4
20200419,MP,14.0,42.0,9.0,2020-04-19T00:00:00Z,04/18 20:00,2.0,2020-04-19T00:00:00Z,60,56,0,4
20200420,MP,14.0,51.0,11.0,2020-04-20T00:00:00Z,04/19 20:00,2.0,2020-04-20T00:00:00Z,65,65,9,0
20200421,MP,14.0,51.0,11.0,2020-04-21T19:25:00Z,04/21 15:25,2.0,2020-04-21T19:25:00Z,65,65,0,0
20200422,MP,14.0,51.0,11.0,2020-04-23T00:00:00Z,04/22 20:00,2.0,2020-04-23T00:00:00Z,65,65,0,0
20200423,MP,14.0,51.0,11.0,2020-04-23T22:35:00Z,04/23 18:35,2.0,2020-04-23T22:35:00Z,65,65,0,0
20200424,MP,14.0,51.0,11.0,2020-04-24T00:00:00Z,04/23 20:00,2.0,2020-04-24T00:00:00Z,65,65,0,0
20200425,MP,14.0,51.0,11.0,2020-04-25T00:00:00Z,04/24 20:00,2.0,2020-04-25T00:00:00Z,65,65,0,0
20200426,MP,14.0,51.0,11.0,2020-04-26T00:00:00Z,04/25 20:00,2.0,2020-04-26T00:00:00Z,65,65,0,0
20200427,MP,14.0,51.0,11.0,2020-04-27T00:00:00Z,04/26 20:00,2.0,2020-04-27T00:00:00Z,65,65,0,0
20200428,MP,14.0,51.0,12.0,2020-04-28T00:00:00Z,04/27 20:00,2.0,2020-04-28T00:00:00Z,65,65,0,0
20200429,MP,14.0,210.0,12.0,2020-04-29T02:30:00Z,04/28 22:30,2.0,2020-04-29T02:30:00Z,224,224,159,0
20200430,MP,14.0,585.0,12.0,2020-04-30T07:00:00Z,04/30 03:00,2.0,2020-04-30T07:00:00Z,599,599,375,0
20200501,MP,14.0,749.0,12.0,2020-05-01T06:27:00Z,05/01 02:27,2.0,2020-05-01T06:27:00Z,763,763,164,0
20200502,MP,14.0,934.0,12.0,2020-05-02T06:37:00Z,05/02 02:37,2.0,2020-05-02T06:37:00Z,948,948,185,0
20200503,MP,14.0,1321.0,12.0,2020-05-03T00:00:00Z,05/02 20:00,2.0,2020-05-03T00:00:00Z,1335,1335,387,0
20200504,MP,14.0,1321.0,12.0,2020-05-04T00:00:00Z,05/03 20:00,2.0,2020-05-04T00:00:00Z,1335,1335,0,0
20200505,MP,14.0,1783.0,12.0,2020-05-05T00:00:00Z,05/04 20:00,2.0,2020-05-05T00:00:00Z,1797,1797,462,0
20200506,MP,15.0,1783.0,12.0,2020-05-06T00:00:00Z,05/05 20:00,2.0,2020-05-06T00:00:00Z,1798,1798,1,0
20200507,MP,15.0,1783.0,12.0,2020-05-06T00:00:00Z,05/05 20:00,2.0,2020-05-06T00:00:00Z,1798,1798,0,0
20200508,MP,15.0,2321.0,12.0,2020-05-08T00:00:00Z,05/07 20:00,2.0,2020-05-08T00:00:00Z,2336,2336,538,0
20200509,MP,16.0,2321.0,12.0,2020-05-09T00:00:00Z,05/08 20:00,2.0,2020-05-09T00:00:00Z,2337,2337,1,0
20200510,MP,16.0,2321.0,12.0,2020-05-09T00:00:00Z,05/08 20:00,2.0,2020-05-09T00:00:00Z,2337,2337,0,0
20200511,MP,19.0,2676.0,12.0,2020-05-11T00:00:00Z,05/10 20:00,2.0,2020-05-11T00:00:00Z,2695,2695,358,0
20200512,MP,19.0,2854.0,12.0,2020-05-12T00:00:00Z,05/11 20:00,2.0,2020-05-12T00:00:00Z,2873,2873,178,0
20200513,MP,19.0,3021.0,12.0,2020-05-13T00:00:00Z,05/12 20:00,2.0,2020-05-13T00:00:00Z,3040,3040,167,0
20200514,MP,19.0,3306.0,12.0,2020-05-14T00:00:00Z,05/13 20:00,2.0,2020-05-14T00:00:00Z,3325,3325,285,0
20200515,MP,19.0,3306.0,12.0,2020-05-15T00:00:00Z,05/14 20:00,2.0,2020-05-15T00:00:00Z,3325,3325,0,0
20200516,MP,21.0,3318.0,12.0,2020-05-16T00:00:00Z,05/15 20:00,2.0,2020-05-16T00:00:00Z,3339,3339,14,0
20200517,MP,21.0,3318.0,12.0,2020-05-16T00:00:00Z,05/15 20:00,2.0,2020-05-16T00:00:00Z,3339,3339,0,0
20200518,MP,21.0,3399.0,12.0,2020-05-18T00:00:00Z,05/17 20:00,2.0,2020-05-18T00:00:00Z,3420,3420,81,0
20200519,MP,21.0,3796.0,13.0,2020-05-19T00:00:00Z,05/18 20:00,2.0,2020-05-19T00:00:00Z,3817,3817,397,0
20200520,MP,21.0,3796.0,13.0,2020-05-20T00:00:00Z,05/19 20:00,2.0,2020-05-20T00:00:00Z,3817,3817,0,0
20200521,MP,22.0,4067.0,13.0,2020-05-21T00:00:00Z,05/20 20:00,2.0,2020-05-21T00:00:00Z,4089,4089,272,0
20200522,MP,22.0,4296.0,13.0,2020-05-22T00:00:00Z,05/21 20:00,2.0,2020-05-22T00:00:00Z,4318,4318,229,0
20200523,MP,22.0,4296.0,13.0,2020-05-22T00:00:00Z,05/21 20:00,2.0,2020-05-22T00:00:00Z,4318,4318,0,0
20200524,MP,22.0,4735.0,13.0,2020-05-24T00:00:00Z,05/23 20:00,2.0,2020-05-24T00:00:00Z,4757,4757,439,0
20200525,MP,22.0,4735.0,13.0,2020-05-24T00:07:00Z,05/23 20:07,2.0,2020-05-24T00:07:00Z,4757,4757,0,0
20200526,MP,22.0,4918.0,13.0,2020-05-26T00:00:00Z,05/25 20:00,2.0,2020-05-26T00:00:00Z,4940,4940,183,0
20200527,MP,22.0,5178.0,13.0,2020-05-27T00:00:00Z,05/26 20:00,2.0,2020-05-27T00:00:00Z,5200,5200,260,0
20200528,MP,22.0,5401.0,13.0,2020-05-28T00:00:00Z,05/27 20:00,2.0,2020-05-28T00:00:00Z,5423,5423,223,0
20200529,MP,22.0,5662.0,13.0,2020-05-29T00:00:00Z,05/28 20:00,2.0,2020-05-29T00:00:00Z,5684,5684,261,0
20200530,MP,22.0,5986.0,15.0,2020-05-29T20:27:00Z,05/29 16:27,2.0,2020-05-29T20:27:00Z,6008,6008,324,0
20200531,MP,22.0,6151.0,15.0,2020-05-30T00:00:00Z,05/29 20:00,2.0,2020-05-30T00:00:00Z,6173,6173,165,0
20200601,MP,22.0,6312.0,16.0,2020-06-01T00:00:00Z,05/31 20:00,2.0,2020-06-01T00:00:00Z,6334,6334,161,0
20200602,MP,23.0,6534.0,16.0,2020-06-02T00:00:00Z,06/01 20:00,2.0,2020-06-02T00:00:00Z,6557,6557,223,0
20200603,MP,23.0,6534.0,16.0,2020-06-03T00:00:00Z,06/02 20:00,2.0,2020-06-03T00:00:00Z,6557,6557,0,0
20200604,MP,26.0,6669.0,16.0,2020-06-04T02:45:00Z,06/03 22:45,2.0,2020-06-04T02:45:00Z,6695,6695,138,0
20200605,MP,26.0,6669.0,16.0,2020-06-04T19:04:00Z,06/04 15:04,2.0,2020-06-04T19:04:00Z,6695,6695,0,0
20200606,MP,26.0,6669.0,16.0,2020-06-04T19:04:00Z,06/04 15:04,2.0,2020-06-04T19:04:00Z,6695,6695,0,0
